tof^2,avg s^2,avg s^2_err
36.0,2.4616341142599856,0.0
100.0,2.8632636016178505,0.0
400.0,3.7732787946335709,0.081182226809203506
nan,--,--
nan,--,--
nan,--,--
nan,--,--
nan,--,--
nan,--,--
nan,--,--
nan,--,--
nan,--,--
nan,--,--
nan,--,--
nan,--,--
nan,--,--
