tof^2,N_Na true (M),N_Na true (M)_err
36.0,2280.1933288255509,0.0
100.0,2294.0536179027977,0.0
400.0,2052.0852073673741,162.19213443388458
nan,--,--
nan,--,--
nan,--,--
nan,--,--
nan,--,--
nan,--,--
nan,--,--
nan,--,--
nan,--,--
nan,--,--
nan,--,--
nan,--,--
nan,--,--
